"","CL","NTRS","IPG","PGR","HUM","NOV","LKQ","NEM","ABT","PFG","CMG","DIS","AMP","RSG","HSY","AKAM","HBI","PSA","ROP","PFE"
"1",-0.00184518919407139,-0.000189771326122301,-0.000822706751463453,0.00510639407457392,-0.0144867264506852,-0.0119413097999175,-0.0178576174000065,-0.00984127826411818,-0.00436872691341517,0.0051646338168414,0.00881609981550024,0.00164518819668835,0,0.00480847215955915,0.00211719364222152,-0.0031104224143923,-0.00296662763927724,-0.00350040134661533,-0.00184517371818238,0.00962613875177443
"2",-0.00221873068739287,0.00454460164870207,0.00738010729762273,0.00803217169726445,-0.0122978083939813,0.00962246818116785,-0.00473017437540113,0.017600989076977,0.00116686127592036,0.00385604590908972,-0.00325042464271696,0.00364631215302058,0.0149278783409512,-0.00256164085003796,0.00484022043314969,0.0396998698466846,-0.00620888620712945,0.0017835535653532,0.00377058555573484,-0.00554222737680954
"3",-0.00138921068880604,0.00546397967964696,0.012987195526811,0.030682340483426,-0.0141142911457965,0.00058021469570857,0.00258286841825406,-0.00954184539012237,0.00465387692788966,0.00894003400050103,-0.0172008243859851,0.000181967064463606,0.00590930955824032,0.000961384467573989,0.00715522421084192,0.0153953074460866,0.00670393572218986,-0.00670479188718431,0.00175475290482741,0.000370438974415688
"4",0.00397725169338692,-0.00244567895396308,0.00723185152649508,-0.0202110406161307,-0.00333504670328644,0.0191029148323771,-0.0077687054506197,-0.00671143458798706,0.00694045585302971,0.00507293415119436,0.00223717264388235,-0.0014566644964642,0.0167972984616176,0.00255918245882159,-0.00567062663518492,0.0148978546806369,0.000247432885092991,-0.0121182351856275,0.000667668193723436,0.00221975673831265
"5",0.0154800434898363,0.00713216236505998,0.00638469846466982,0.0078854942739901,0.00205365237110922,-0.0137518282334153,0.00733869039346668,-0.0291525996800246,0.0108914805511691,0.00221134192150352,-0.0111725933117679,0.013214057781842,-0.00391844344342829,0.000319437792206667,0.000494376477749192,0.0162392253819514,-0.0114457581951224,-0.0192502507013455,0.00150062554212749,0.0084637119776052
"6",0.0170328093826235,0.0081952405029373,0.000795228670138481,0.0123255463421406,-0.065984195274412,0.00216122841850552,-0.0367978442205299,-0.00858772830282239,-0.00743923316393946,0.0184466696989185,-0.00363497626184461,0.00215556038197295,0.00377358938363948,-0.0044814415590686,0.00983654802042722,0.0023355401819285,-0.00677968698537867,0.00960596898960908,0.0134052483203924,0.0152730241546402
"7",0.00178555533556679,-0.0121304090777912,-0.00798088833101307,-0.00778852061757362,-0.00563149623724435,-0.0238869498892571,0.00844261846540473,-0.0560894666510432,-0.00865306812481581,-0.0212907228088817,-0.0114371407663594,-0.0204847188305859,-0.0157690521182312,0.000641436840466358,-0.0108255455049227,-0.0310633030570968,-0.015488439620392,-0.00170391285736482,-0.000493299360492472,-0.00506513383918161
"8",0.00870342971773308,-0.0139915309511909,-0.0186014259505454,0.00738010729762273,0.000688468185542135,-0.0157483569681389,-0.0273621017115704,-0.000246578721506019,-0.00756037331925352,-0.0220773644488412,-0.00440400957913756,-0.00790663308105177,-0.0103551221152047,-0.00707853663460067,-0.00682596507039968,-0.00886268725784545,-0.0123585507037967,-0.0029559584041996,0.00328407520119001,-0.00582031472101097
"9",0.00775129398440821,0.0134280977500705,0.0265823142815584,0.00975617494536429,-0.0284816124880365,0.0195735786399585,0.0220382204588203,0.00663637682027707,0.00842905731770527,0.0223937700835011,0.0236686053542243,0.00147574275076146,0.0100607447212626,0.0118762429427637,0.0115150161101472,-0.0218170638678297,0.00336221705587558,0.00262794974183045,0.0187574010703671,-0.00109509045439182
"10",0.000350907977984427,-0.0199228674760836,-0.0192622327950529,-0.0270619220429569,-0.0135455125904009,-0.0273908162837175,-0.00490524952345206,0.0034238233495536,-0.00813721432716141,-0.0292108716343749,-0.0137224517359931,-0.01224050891381,-0.0250422983368797,-0.01252223779727,-0.00766192576735314,0.00110223213143312,-0.01194819408905,-0.0160723060245154,-0.0245116298536194,-0.0199195077568217
"11",-0.00087750093380734,0.00573286492725122,0.00646205802809119,0.00992563979996985,-0.0100996385824175,0.00871530685544375,0,0.0116506172199751,-0.00614666065197511,0.00454989410197726,0.00192610248625602,0.00576799440819231,0.00556936789920215,-0.00161681522690538,0.0124516186821495,0.0013760838830339,0.0150417773760454,0.00770460771933035,0.00788310865057529,0.00705404818487532
"12",0.00481675406913507,0.0153165516728575,0.0222939169592129,0.00982808893626252,0.0036187344983345,0.0246780162876146,0.0247253213677747,-0.019986041798989,0.00585481766143126,0.0256095942043246,0.0140125218784322,0.0107031839263056,0.0221192124876932,0.012861913642408,0.0119353505492734,0.00603237365344134,0.00947874395454384,0.00462077526904459,0.0172718666212939,0.0139605500263382
"13",-0.000262134651332957,-0.00187828755446473,0.00627945548484288,-0.00736199644106916,-0.0138214173752109,-0.00556207522923113,-0.0789167245896052,-0.00815725694898273,-0.0138135921697753,-0.000948616671927027,0.00183254395675725,0.00201705395240959,0.00760571166731694,0.00446287001489853,0.00891894546737504,0.0103346038107639,0.0106518886935869,-0.00415773573704037,0.001767068732903,-0.00146038726210662
"14",-0.00280038688303463,0.00169061747790744,0.000782166641362547,0.00246002584086247,-0.00558250311253516,-0.0173222186043569,-0.036524963450677,-0.0167692579328511,-0.00563883375703966,-0.00189993724030391,0.00926907175124647,0.0134645411163516,-0.00804627265542468,-0.0111947434903437,0.00131902411353657,-0.00842281844082304,-0.00835977002801824,0.00488192023822442,0.00264476211064757,0.000730460222398754
"15",0.00637695980627484,0.0104556591043385,0.00312256303679392,0.00408664238545198,-0.0152901368180736,-0.00945314264375519,0.0111950548619619,-0.0157723951407585,0.0209107899011998,0.0107188920347441,0.00629776048759645,0.00845861247724677,0.0115371852914885,0.00353187074477423,0.0134501819364985,0.0202572760878259,0.00659231596356413,0.00525107868890284,0.0008000640477972,0.0108933539078837
